Name,Structure,Class
teicoplanin,COC(=O)[C@@]%11([H])NC(=O)[C@@]6([H])NC(=O)[C@@]([H])(NC(=O)[C@@]4([H])NC(=O)[C@@]2([H])NC(=O)[C@@]([H])(NC(=O)[C@@](N)([H])C1=C/C=C(/O)C(=C1)OC3=CC2=CC(O)=C3C)[C@@](O)([H])C9=CC=C(OC8=CC4=CC(OC5=CC=C(/C=C5/[Cl])[C@@]6([H])O[C@@]7([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](O)([H])[C@@]7([H])NC(C)=O)=C8O)C([Cl])=C9)C%10=C/C=C(/O)C(=C%10)C%12=C(O)C=C(O)C=C%11%12,-1
teniposide,CO/C1=C/C(=CC(OC)=C1OC)[C@@]7([H])C3=CC=2OCOC=2C=C3[C@@]([H])(O[C@@]5([H])O[C@@]4([H])CO[C@@]([H])(O[C@@]4([H])[C@@](O)([H])[C@@]5(O)[H])C6=CC=C[S]6)[C@@]8([H])COC(=O)[C@@]78[H],-1
terfenadine,CC(C)(C)C1=CC=C(C=C1)[C@@](O)([H])CCCN2CC[C@@]([H])(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4,-1
theodrenaline,CN3C(=O)N(C)C=2N=CN(CCNC[C@@](O)([H])C1=C/C=C(/O)C(O)=C1)C=2C3=O,-1
thiphencillin (tifencillin),CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)C[S]/C2=C/C=CC=C2)[C@@]3([H])C(O)=O,-1
tigemonam,CC1(C)N(O[S](O)(=O)=O)C(=O)[C@@]1([H])NC/C(=N/OCC(O)=O)C2=C[S]C(N)=N2,-1
tobicillin,CC(C)([H])C(=O)OC/C1=C/C=CC(=C1)OC(=O)[C@@]4([H])N3C(=O)[C@@]([H])(NC(=O)C/C2=C/C=CC=C2)[C@@]3([H])[S]C4(C)C,-1
tobramycin,NC[C@@]3([H])O[C@@]([H])(O[C@@]2([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@@](N)([H])C[C@@]3(O)[H],-1
tolcapone,C/C1=C/C=C(C=C1)C(=O)C2=CC(O)=C(O)C(=C2)N(=O)=O,-1
topotecan,CC[C@@]1(O)C(=O)OCC5=C1C=C3N(CC4=C/C2=C(/CN(C)C)C(O)=CC=C2N=C34)C5=O,-1
troleandomycin,CO[C@@]1([H])C[C@@]([H])(O[C@@](C)([H])[C@@]1([H])OC(C)=O)O[C@@]4([H])[C@@](C)([H])[C@@]([H])(O[C@@]2([H])O[C@@](C)([H])C[C@@]([H])(N(C)C)[C@@]2([H])OC(C)=O)[C@@](C)([H])C[C@@]3(CO3)C(=O)[C@@](C)([H])[C@@]([H])(OC(C)=O)[C@@](C)([H])[C@@](C)([H])OC(=O)[C@@]4(C)[H],-1
trospectomycin,CCCC[C@@]3([H])CC(=O)[C@@]2(O)O[C@@]1([H])[C@@]([H])(NC)[C@@](O)([H])[C@@]([H])(NC)[C@@](O)([H])[C@@]1([H])O[C@@]2([H])O3,-1
tymazoline,CC(C)([H])C1=C/C=C(/C)C=C1OC/C2=N/CCN2,-1
valinomycin,CC(C)([H])[C@@]1([H])NC(=O)[C@@](C)([H])OC(=O)[C@@]([H])(NC(=O)[C@@](C)([H])COC(=O)[C@@]([H])(NC(=O)[C@@](C)([H])OC(=O)[C@@]([H])(NC(=O)[C@@]([H])(OC(=O)[C@@]([H])(NC(=O)[C@@](C)([H])OC(=O)[C@@]([H])(NC(=O)[C@@](C)([H])COC1=O)C(C)(C)[H])C(C)(C)[H])C(C)(C)[H])C(C)(C)[H])C(C)(C)[H])C(C)(C)[H],-1
vancomycin,CN[C@@]([H])(CC(C)(C)[H])C(=O)N[C@@]2([H])C(=O)N[C@@]([H])(CC(N)=O)C(=O)N[C@@]7([H])C=5C=C(OC1=CC=C(/C=C1/[Cl])[C@@]2(O)[H])C(O[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](O)([H])[C@@]3([H])O[C@@]4([H])C[C@@](C)(N)[C@@](O)([H])[C@@](C)([H])O4)=C(C=5)OC6=CC=C(/C=C6/[Cl])[C@@](O)([H])[C@@]%10([H])NC(=O)[C@@]([H])(NC7=O)C8=C/C=C(/O)C(=C8)C9=C(O)C=C(O)C=C9[C@@]([H])(NC%10=O)C(O)=O,-1
verapamil,CO/C2=C/C=C(/CCN(C)CCC[C@@](C#N)(C1=C/C=C(/OC)C(OC)=C1)C(C)(C)[H])C=C2OC,-1
vinblastine,CC[C@@]9(O)C[C@@]3([H])CN(CCC1=C(NC2=CC=CC=C12)[C@@](C3)(C(=O)OC)C4=CC5=C(/C=C4/OC)N(C)[C@@]6([H])[C@@](O)(C(=O)OC)[C@@]([H])(OC(C)=O)[C@@]7(CC)C=CCN8CC[C@@]56[C@@]78[H])C9,-1
vincristine,CC[C@@]9(O)C[C@@]3([H])CN(CCC1=C(NC2=CC=CC=C12)[C@@](C3)(C(=O)OC)C4=CC5=C(/C=C4/OC)N(C=O)[C@@]6([H])[C@@](O)(C(=O)OC)[C@@]([H])(OC(C)=O)[C@@]7(CC)C=CCN8CC[C@@]56[C@@]78[H])C9,-1
vindesine,CC[C@@]9(O)C[C@@]3([H])CN(CCC1=C(NC2=CC=CC=C12)[C@@](C3)(C(=O)OC)C4=CC5=C(/C=C4/OC)N(C)[C@@]6([H])[C@@](O)(C(N)=O)[C@@](O)([H])[C@@]7(CC)C=CCN8CC[C@@]56[C@@]78[H])C9,-1
virginiamycin-factor-m1,CC(C)([H])[C@@]3([H])OC(=O)C1=CCCN1C(=O)C2=COC(=N2)CC(=O)C[C@@](O)([H])C=C(C)C=CCNC(=O)C=C[C@@]3(C)[H],-1
virginiamycin-factor-s1,CC[C@@]5([H])NC(=O)[C@@]([H])(NC(=O)C1=NC=C/C=C1/O)[C@@](C)([H])OC(=O)[C@@]([H])(NC(=O)[C@@]2([H])CC(=O)CCN2C(=O)[C@@]([H])(C/C3=C/C=CC=C3)N(C)C(=O)[C@@]4([H])CCCN4C5=O)C6=CC=CC=C6,-1
xantocillin,O/C2=C/C=C(/C=C(/C#N)C(=C/C1=C/C=C(/O)C=C1)C#N)C=C2,-1
zorubicin,CO/C4=C/C=CC=5C(=O)C3=C(O)C=2C[C@@](O)(C[C@@]([H])(O[C@@]1([H])C[C@@](N)([H])[C@@](O)([H])[C@@](C)([H])O1)C=2C(O)=C3C(=O)C4=5)C(C)=NNC(=O)C6=CC=CC=C6,-1
acepromazine,CN(C)CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)C(C)=O,1
aceprometazine,C[C@@]([H])(CN2C1=CC=CC=C1[S]C3=CC=C(C=C23)C(C)=O)N(C)C,1
acetophenazine,CC(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CCN(CCO)CC2)C3=C4,1
adinazolam,CN(C)C/C3=N/N=C4C/N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2N34,1
albutoin,CC(C)([H])C[C@@]1([H])NC(=[S])N(CC=C)C1=O,1
alclometasone,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])[C@@]([Cl])([H])CC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)CO,1
aletamine (alfetamine),N[C@@]([H])(CC=C)C/C1=C/C=CC=C1,1
algestone,CC(=O)[C@@]3(O)[C@@](O)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])CC[C@@]34C,1
alimemazine,C[C@@]([H])(CN(C)C)CN2C1=CC=CC=C1[S]C3=CC=CC=C23,1
allobarbital (allobarbitol),C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1
alpertine,CCOC(=O)C=2NC1=CC(OC)=C(OC)C=C1C=2CCN3CCN(CC3)C4=CC=CC=C4,1
alphaprodine (betaprodine),CCC(=O)O[C@@]1(CCN(C)C[C@@]1(C)[H])C2=CC=CC=C2,1
alpidem,CCCN(CCC)C(=O)C/C1=C(/N=C2C=CC([Cl])=CN12)C3=C/C=C(/[Cl])C=C3,1
alprazolam,C/C3=N/N=C4C/N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2N34,1
amantadine,N[C@@]23CC1([H])C[C@@]([H])(C[C@@]([H])(C1)C2)C3,1
amebucort,CCCC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])C[C@@](C)([H])C1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)COC(C)=O,1
amedalin,CNCCC[C@@]2(C)C(=O)N(/C1=C/C=CC=C1)C3=CC=CC=C23,1
amfonelic-acid,CCN2/C=C(/C(O)=O)C(=O)C3=C/C=C(/C/C1=C/C=CC=C1)N=C23,1
amiflamine,C[C@@](N)([H])C/C1=C/C=C(/C=C1/C)N(C)C,1
aminoglutethimide,CC[C@@]1(CCC(=O)NC1=O)C2=C/C=C(/N)C=C2,1
aminopromazine,CN(C)C[C@@]([H])(CN2C1=CC=CC=C1[S]C3=CC=CC=C23)N(C)C,1
amiperone,CN(C)C(=O)[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=C/C=C(/[Cl])C=C3,1
amitriptyline,CN(C)CC/C=C2/C1=CC=CC=C1CCC3=CC=CC=C23,1
amobarbital,CCC1(CCC(C)(C)[H])C(=O)NC(=O)NC1=O,1
amoxapine,[Cl]/C4=C/C=C3OC1=CC=CC=C1/N=C(/N2CCNCC2)C3=C4,1
anisopirol,CO/C1=C/C=C/C=C1/N3CCN(CCC[C@@](O)([H])C2=C/C=C(/[F])C=C2)CC3,1
aptazapine,CN4CCN3C1=CC=CC=C1CN2C=CC=C2[C@@]3([H])C4,1
arfendazam,CCOC(=O)N2CCC(=O)N(/C1=C/C=CC=C1)C3=CC([Cl])=CC=C23,1
asimadoline,CN(C(=O)C([H])(C1=CC=CC=C1)C2=CC=CC=C2)[C@@]([H])(CN3CC[C@@](O)([H])C3)C4=CC=CC=C4,1
atibeprone,CC(C)([H])C3=N/N=C(/CO/C2=C/C=C1C(C)=C(C)C(=O)OC1=C2)[S]3,1
atropine (hyoscyamine),CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)OC(=O)[C@@]([H])(CO)C3=CC=CC=C3,1
bazinaprine,N#C/C1=C/C(=N/N=C1/NCCN2CCOCC2)C3=CC=CC=C3,1
beclomethasonedipropionate (beclometasone-dipropionate),CCC(=O)OCC(=O)[C@@]3(OC(=O)CC)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@](O)([H])C[C@@]34C,1
befuraline,O=C(N1CCN(CC1)C/C2=C/C=CC=C2)C4=CC3=CC=CC=C3O4,1
beloxepin,CN4CC[C@@]3(O)C1=CC=CC=C1OC=2C(=CC=CC=2C)[C@@]3([H])C4,1
benmoxin,C[C@@]([H])(NNC(=O)C1=CC=CC=C1)C2=CC=CC=C2,1
benzobarbital,CC[C@@]2(C(=O)NC(=O)N(C(=O)C1=CC=CC=C1)C2=O)C3=CC=CC=C3,1
benzoclidine,O=C(O[C@@]1([H])CN2CCC1([H])CC2)C3=CC=CC=C3,1
benzoctamine,CNC[C@@]13CC[C@@]([H])(C2=CC=CC=C12)C4=CC=CC=C34,1
benzphetamine (benzfetamine),C[C@@]([H])(C/C1=C/C=CC=C1)N(C)C/C2=C/C=CC=C2,1
besipirdine,CCCN(/C1=C/C=NC=C1)N2C=CC3=CC=CC=C23,1
betamethadol,CC[C@@](O)([H])C(C[C@@](C)([H])N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,1
betamethasone-acetate (dexamethasone-acetate),C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)COC(C)=O,1
betamethasone-dipropionate (dexamethasone-dipropionate),CCC(=O)OCC(=O)[C@@]3(OC(=O)CC)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
betamethasone-valerate,CCCCC(=O)O[C@@]3(C(=O)CO)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
bifemelane,CNCCCCO/C1=C/C=C/C=C1/C/C2=C/C=CC=C2,1
binedaline,CN(C)CCN(C)N2/C=C(/C1=C/C=CC=C1)C3=CC=CC=C23,1
brallobarbital,[Br]C(=C)CC1(CC=C)C(=O)NC(=O)NC1=O,1
brifentanil,CCN3N=NN(CCN2CC[C@@]([H])(N(C(=O)COC)C1=CC=C/C=C1/[F])[C@@](C)([H])C2)C3=O,1
brofaromine,CO/C2=C/C([Br])=C1OC(=CC1=C2)C3([H])CCNCC3,1
bromamid,CN(C)C(=O)CCN/C1=C/C=C(/[Br])C=C1,1
bromodiphenhydramine (bromazine),CN(C)CCO[C@@]([H])(C1=CC=CC=C1)C2=C/C=C(/[Br])C=C2,1
bromopride,CCN(CC)CCNC(=O)C1=CC([Br])=C(N)C=C1OC,1
bromperidol-decanoate,CCCCCCCCCC(=O)O[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=C/C=C(/[Br])C=C3,1
budesonide,CCC[C@@]5([H])O[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO,1
budipine,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,1
bufenadrine,CN(C)CCO[C@@]([H])(C1=CC=CC=C1)C2=CC=C/C=C2/C(C)(C)C,1
buspirone,O=C2CC1(CCCC1)CC(=O)N2CCCCN3CCN(CC3)C4=NC=CC=N4,1
butabarbital (secbutabarbital),CC[C@@](C)([H])[C@@]1(CC)C(=O)NC(=O)NC1=O,1
butalbital,CC(C)([H])CC1(CC=C)C(=O)NC(=O)NC1=O,1
butamoxane,CCCCNC[C@@]2([H])COC1=CC=CC=C1O2,1
butriptyline,C[C@@]([H])(C[C@@]2([H])C1=CC=CC=C1CCC3=CC=CC=C23)CN(C)C,1
carbenzide,CCOC(=O)NN[C@@](C)([H])C1=CC=CC=C1,1
carbocloral,CCOC(=O)N[C@@](O)([H])C([Cl])([Cl])[Cl],1
carbromal,CCC([Br])(CC)C(=O)NC(N)=O,1
carfentanil,CCC(=O)N(/C1=C/C=CC=C1)[C@@]3(CCN(CC/C2=C/C=CC=C2)CC3)C(=O)OC,1
carpipramine,NC(=O)[C@@]4(CCN(CCCN2C1=CC=CC=C1CCC3=CC=CC=C23)CC4)N5CCCCC5,1
cartazolate,CCCCN/C1=C(/C=NC=2N(CC)N=CC1=2)C(=O)OCC,1
carvotroline,[F]/C4=C/C=C3NC=2CCN(CC/C1=C/C=NC=C1)CC=2C3=C4,1
cericlamine,CN(C)[C@@](C)(CO)C/C1=C/C=C(/[Cl])C([Cl])=C1,1
chlorcyclizine,CN1CCN(CC1)[C@@]([H])(C2=CC=CC=C2)C3=C/C=C(/[Cl])C=C3,1
chlorobutanol,CC(C)(O)C([Cl])([Cl])[Cl],1
chloroprednisone,C[C@@]13C=CC(=O)C=C1[C@@]([Cl])([H])C[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)CC(=O)[C@@]34[H],1
chloroserpidine,CO[C@@]5([H])[C@@]([H])(C[C@@]4([H])CN3CCC1=C(NC2=C/C=C(/[Cl])C=C12)[C@@]3([H])C[C@@]4([H])[C@@]5([H])C(=O)OC)OC(=O)C6=CC(OC)=C(OC)C(OC)=C6,1
chlorphenesin-carbamate,NC(=O)OC[C@@](O)([H])CO/C1=C/C=C(/[Cl])C=C1,1
chlorphenoxamine,CN(C)CCO[C@@](C)(C1=CC=CC=C1)C2=C/C=C(/[Cl])C=C2,1
chlorpromazine,CN(C)CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23,1
chlorprothixene,CN(C)CC/C=C2/C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23,1
chlorthenoxazine,[Cl]CC[C@@]2([H])NC(=O)C1=CC=CC=C1O2,1
cianopramine,CN(C)CCCN2C1=CC=CC=C1CCC3=C/C=C(/C#N)C=C23,1
ciclazindol,O[C@@]2(C1=NCCCN1C3=CC=CC=C23)C4=CC=C/C=C4/[Cl],1
ciclopramine,CN[C@@]2([H])CCN3C1=CC=CC=C1CCC4=CC=CC2=C34,1
cidoxepin,CN(C)CC/C=C2/C1=CC=CC=C1COC3=CC=CC=C23,1
ciladopa,CO/C1=C/C=C(/C=C1/OC)[C@@](O)([H])CN2CCN(CC2)C3=CC=CC=CC3=O,1
cinfenine,CN(CCOC([H])(C1=CC=CC=C1)C2=CC=CC=C2)C/C=C/C3=C/C=CC=C3,1
cinitapride,CCO/C1=C/C(N)=C(/C=C1/C(=O)N[C@@]2([H])CCN(CC2)C[C@@]3([H])CCC=CC3)N(=O)=O,1
cinperene,O=C1CC[C@@](C(=O)N1)(C2=CC=CC=C2)[C@@]3([H])CCN(CC3)C/C=C/C4=C/C=CC=C4,1
cinromide,CCNC(=O)C=C/C1=C/C=CC([Br])=C1,1
cintriamide (cintramide),CO/C1=C/C(=CC(OC)=C1OC)C=CC(N)=O,1
cinuperone,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCN(CC2)C4=CC3=CC=CC=C3C=N4,1
citalopram,CN(C)CCC[C@@]1(OCC2=CC(C#N)=CC=C12)C3=C/C=C(/[F])C=C3,1
citenamide,NC(=O)[C@@]2([H])C1=CC=CC=C1C=CC3=CC=CC=C23,1
clazolam,CN3C(=O)CN2CCC1=CC=CC=C1[C@@]2([H])C4=CC([Cl])=CC=C34,1
clemeprol,CN(C)C[C@@](O)([H])[C@@]([H])(C1=CC=CC=C1)C2=CC=CC([Cl])=C2,1
climazolam,C/C3=N/C=C4C/N=C(/C1=C/C=C/C=C1/[Cl])C2=CC([Cl])=CC=C2N34,1
clobetasol,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)C[Cl],1
clobetasol-propionate,CCC(=O)O[C@@]3(C(=O)C[Cl])[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
clofexamide,CCN(CC)CCNC(=O)CO/C1=C/C=C(/[Cl])C=C1,1
clomacran,CN(C)CCC[C@@]2([H])C1=CC=CC=C1NC3=C/C=C(/[Cl])C=C23,1
clomipramine,CN(C)CCCN2C1=CC=CC=C1CCC3=C/C=C(/[Cl])C=C23,1
clonazepam,[Cl]/C1=C/C=C/C=C1/C2=N/CC(=O)NC3=CC=C(C=C23)N(=O)=O,1
clopipazan,CN1CCC(CC1)=C3C2=CC=CC=C2OC4=C/C=C(/[Cl])C=C34,1
clothiapine (clotiapine),CN1CCN(CC1)C3=NC2=CC=CC=C2[S]C4=C/C=C(/[Cl])C=C34,1
clovoxamine,COCCCC/C(=N/OCCN)C1=C/C=C(/[Cl])C=C1,1
cloxazolam,[Cl]/C4=C/C=C3NC(=O)CN1CCO[C@@]1(/C2=C/C=C/C=C2/[Cl])C3=C4,1
cloxypendyl,OCCN4CCN(CCCN2C1=CC=CC=C1[S]C3=CC([Cl])=CN=C23)CC4,1
codeine,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])[C@@](O)([H])C=C[C@@]45[H],1
cormethasoneacetate (cormetasone-acetate),C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CC([F])([F])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)COC(C)=O,1
cortisone,C[C@@]13CCC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)CC(=O)[C@@]34[H],1
cropropamide,CCCN(C(=O)C=CC)[C@@]([H])(CC)C(=O)N(C)C,1
cyamemazine,C[C@@]([H])(CN(C)C)CN2C1=CC=CC=C1[S]C3=C/C=C(/C#N)C=C23,1
cyclazodone,O=C2/N=C(/N[C@@]1([H])CC1)O[C@@]2([H])C3=CC=CC=C3,1
cyclopropane,C1CC1,1
cypenamine,N[C@@]1([H])CCC[C@@]1([H])C2=CC=CC=C2,1
cyprazepam,[Cl]/C3=C/C=C2N=C(CN(=O)=C(/C1=C/C=CC=C1)C2=C3)NCC4([H])CC4,1
dabelotine,CN2CCCC3=CC=CC(OC[C@@]1([H])CNCCO1)=C23,1
daledalin,CNCCC[C@@]2(C)CN(/C1=C/C=CC=C1)C3=CC=CC=C23,1
damotepine,CN(C)C/C2=C/C1=CC=CC=C1[S]C3=CC=CC=C23,1
danitracen,CN1CCC(CC1)=C3C2=CC=CC=C2[C@@](O)([H])C4=CC=CC=C34,1
dapoxetine,CN(C)[C@@]([H])(CCO/C1=C/C=CC2=CC=CC=C12)C3=CC=CC=C3,1
darvon (dextropropoxyphene and levopropoxyphene),CCC(=O)O[C@@](C/C1=C/C=CC=C1)(C2=CC=CC=C2)[C@@](C)([H])CN(C)C,1
dazepinil,CN2C(C)=NC1=CC=CC=C1C[C@@]2([H])C3=CC=CC=C3,1
declenperone,[F]/C1=C/C=C(C=C1)C(=O)[C@@]4([H])CCN(CCCN2C(=O)NC3=CC=CC=C23)CC4,1
deflazacort,CC(=O)OCC(=O)[C@@]14/N=C(/C)O[C@@]1([H])C[C@@]5([H])[C@@]3([H])CCC2=CC(=O)C=C[C@@]2(C)[C@@]3([H])[C@@](O)([H])C[C@@]45C,1
delergotrile,CN1C[C@@]([H])(CC#N)C[C@@]2([H])C=4C=CC=C3NC=C(C[C@@]12[H])C3=4,1
delorazepam,[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/C=C/C=C1/[Cl])C2=C3,1
demexiptiline,CNCCO/N=C2/C1=CC=CC=C1C=CC3=CC=CC=C23,1
denzimol,O[C@@]([H])(CN1C=CN=C1)C3=C/C=C(/CC/C2=C/C=CC=C2)C=C3,1
depramine,CN(C)CCCN2C1=CC=CC=C1C=CC3=CC=CC=C23,1
desflurane,[F]C([F])([H])O[C@@]([F])([H])C([F])([F])[F],1
desipramine,CNCCCN2C1=CC=CC=C1CCC3=CC=CC=C23,1
desomorphine,CN1CC[C@@]23C=4C=5C[C@@]1([H])[C@@]2([H])CCC[C@@]3([H])OC=4C(O)=CC=5,1
dexclamol,CC(C)([H])[C@@]5(O)CCN4C[C@@]2([H])C1=CC=CC=C1CCC3=CC=CC(=C23)[C@@]4([H])C5,1
dextromethorphan (levomethorphan and racemethorphan),CO/C4=C/C=C3C[C@@]1([H])N(C)CC[C@@]2(CCCC[C@@]12[H])C3=C4,1
dextromoramide (levomoramide and racemoramide),C[C@@]([H])(CN1CCOCC1)C(C(=O)N2CCCC2)(C3=CC=CC=C3)C4=CC=CC=C4,1
dextrorphan,CN2CC[C@@]13CCCC[C@@]1([H])[C@@]2([H])CC4=C/C=C(/O)C=C34,1
dezinamide,NC(=O)N1CC([H])(C1)O/C2=C/C=CC(=C2)C([F])([F])[F],1
dezocine,C[C@@]13CCCCC[C@@]([H])(CC2=C/C=C(/O)C=C12)[C@@]3(N)[H],1
diacetylnalorphine,CC(=O)O[C@@]1([H])C=C[C@@]2([H])[C@@]3([H])CC4=C/C=C(/OC(C)=O)C=5O[C@@]1([H])[C@@]2(CCN3CC=C)C4=5,1
diazepam,CN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC([Cl])=CC=C23,1
dibenzepin,CN(C)CCN2C(=O)C1=CC=CC=C1N(C)C3=CC=CC=C23,1
dicarbine,CN3CC[C@@]2([H])NC1=C/C=C(/C)C=C1[C@@]2([H])C3,1
dichlormezanone,CN1C(=O)CC[S](=O)(=O)[C@@]1([H])C2=C/C=C(/[Cl])C([Cl])=C2,1
diclofensine,CO/C3=C/C=C1C(CN(C)C[C@@]1([H])C2=C/C=C(/[Cl])C([Cl])=C2)=C3,1
diethazine,CCN(CC)CCN2C1=CC=CC=C1[S]C3=CC=CC=C23,1
diethylether,CCOCC,1
difencloxazine,[Cl]/C1=C/C=C(C=C1)[C@@]([H])(OCCN2CCOCC2)C3=CC=CC=C3,1
diflorasone-diacetate,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(OC(C)=O)C(=O)COC(C)=O,1
difluprednate,CCCC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C)C(=O)COC(C)=O,1
dimemorfan,CN2CC[C@@]13CCCC[C@@]1([H])[C@@]2([H])CC4=C/C=C(/C)C=C34,1
dimeprozan,CO/C3=C/C=C2OC1=CC=CC=C1/C(=C/CCN(C)C)C2=C3,1
dimesone,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(C)C(=O)CO,1
dimetacrine,CN(C)CCCN2C1=CC=CC=C1[C@@](C)(C)C3=CC=CC=C23,1
dinazafone,CN(C(=O)CNCC(C)=C)C1=C/C=C(/[Cl])C=C1C(=O)C2=CC=CC=C2,1
disulfiram,CCN(CC)C(=[S])[S][S]C(=[S])N(CC)CC,1
doliracetam,NC(=O)CN2C(=O)[C@@]([H])(C1=CC=CC=C1)C3=CC=CC=C23,1
dosulepin,CN(C)CC/C=C2/C1=CC=CC=C1C[S]C3=CC=CC=C23,1
doxefazepam,OCCN2C(=O)[C@@](O)([H])N=C(/C1=C/C=C/C=C1/[F])C3=CC([Cl])=CC=C23,1
doxenitoin,O=C1NCNC1(/C2=C/C=CC=C2)C3=CC=CC=C3,1
doxepin,CN(C)CC/C=C2/C1=CC=CC=C1COC3=CC=CC=C23,1
doxibetasol,C[C@@]4([H])C[C@@]3([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(C)=O,1
doxylamine,CN(C)CCO[C@@](C)(C1=CC=CC=C1)C2=CC=CC=N2,1
drocinonide,CC5(C)O[C@@]4([H])C[C@@]3([H])[C@@]2([H])CC[C@@]1([H])CC(=O)CC[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO,1
droperidol,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC(=CC2)N3C(=O)NC4=CC=CC=C34,1
dulozafone,CN(C(=O)CN(CCO)CCO)C1=C/C=C(/[Cl])C=C1C(=O)C2=CC=C/C=C2/[Cl],1
enpiprazole,CN3/C=C(/CCN1CCN(CC1)C2=CC=C/C=C2/[Cl])C=N3,1
enprazepine,CN(C)CCCN2CC1=CC=CC=C1C(=C)C3=CC=CC=C23,1
eprobemide,[Cl]/C1=C/C=C(C=C1)C(=O)NCCCN2CCOCC2,1
eptazocine,CN1CC[C@@]2(C)C[C@@]([H])(C1)CC3=C/C=C(/O)C=C23,1
etaqualone,CC/C1=C/C=C/C=C1/N3C(C)=NC2=CC=CC=C2C3=O,1
