NO,name,smi,Dataset,logPapp
A-274,IRR ,O1c2c(C(=O)C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)=C1c1cc(OC)c(O)cc1)c(O)cc(O)c2,Te,-6.54
A-277,isovitexin ,O1C(C(O)C(O)C(O)C1CO)c1c([O-])cc2OC(=CC(=O)c2c1O)c1ccc(O)cc1,Te,-6.1999998
A-281,kaempferide ,O1c2c(C(=O)C(O)=C1c1ccc(OC)cc1)c(O)cc(O)c2,Te,-5.1900001
A-288,lactulose,O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO,Te,-6.8099999
A-292,LEF553,Oc1ccc(cc1)C[C@H](N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N,Te,-7.7600002
A-305,luteoloside ,O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,Te,-6.3699999
A-308,LY341904,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1ccc(F)cc1)C(C)C,Te,-4.3299999
A-311,LY354030,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1)NC(=O)N(C)C,Te,-4.0599999
A-318,LY366092,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1ccccc1-c1c2c(ccc1)cccc2)C(C)C,Te,-4.0300002
A-319,LY366094,Fc1c(cccc1F)\C(=C/C(=O)NC)\c1cc2n(C(C)C)c(nc2cc1)N,Te,-5.2199998
A-337,methanol,OC,Te,-4.4899998
A-353,N-acetyl-tryptophanamide,O=C(NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)C,Te,-5.6199999
A-355,naloxone,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC=C,Te,-4.6700001
A-368,neolignan smi06,O(C(C(OC(=O)C)c1cc(OC)c(OC)cc1)C)c1c(OC)cc(cc1OC)CC=C,Te,-4.5900002
A-369,neolignan smi07,O(C(C(O)c1cc(OC)c(OC)cc1)C)c1c(OC)cc(cc1OC)CC=C,Te,-4.6199999
A-372,neolignan smi10,O(C(C(O)c1cc(OC)cc(O)c1)C)c1c(OC)cc(cc1OC)CC=C,Te,-4.6500001
A-374,nevirapine,O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,Te,-4.52
A-376,nitrendipine,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC,Te,-4.8499999
A-381,omeprazole,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2,Te,-4.1700001
A-383,ouabain,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@@H]([C@]4(CO)[C@@](O)(C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C[C@H]4O)CC3)[C@H](O)C[C@]12C,Te,-7.23
A-396,phenylcarbamic acid ester XIV,[Cl-].O(CCCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,Te,-4.77
A-397,phenylcarbamic acid ester XVII,[Cl-].O(CCCCCC)c1cc(NC(OCC[NH+]2CCCC2)=O)ccc1,Te,-5.48
A-399,pindolol,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,Te,-4.71
A-404,PNU200603,[nH]1c2c(nc1-c1ncccc1)cc(cc2)C(N)=N,Te,-6.4699998
A-42,artemisinin,O1[C@@H]2O[C@@]3(OO[C@]24[C@@H](CC[C@H]([C@@H]4CC3)C)[C@@H](C)C1=O)C,Te,-4.52
A-425,quercetin,O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Te,-6.1149998
A-426,quercitrin ,O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Te,-6.0999999
A-434,rosmarinic  acid,Oc1cc(ccc1O)CC(OC(=O)\C=C\c1cc(O)c(O)cc1)C(O)=O,Te,-6.6999998
A-437,salicylic acid,Oc1ccccc1C(O)=O,Te,-4.8200002
A-438,saquinavir,O=C(N[C@@H](CC(=O)N)C(=O)N[C@H]([C@H](O)CN1C[C@@H]2[C@H](C[C@H]1C(=O)NC(C)(C)C)CCCC2)Cc1ccccc1)c1nc2c(cc1)cccc2,Te,-6.2600002
A-439,SB209670,O(CC(O)=O)c1cc(OC)ccc1[C@@H]1c2cc(OCCC)ccc2C[C@H]1C(O)=O,Te,-5.23
A-443,SDZ-RAD,O1[C@H]2CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](CC[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]3O[C@](O)([C@@H](CC3)C)C(=O)C(=O)N3[C@@H](C(CCC3)[C@@H]2C[C@H]2C[C@@H](OC)[C@H](OCCO)CC2)C1=O)C)C)C,Te,-4.6300001
A-451,sulfamethoxazole,S(=O)(=O)(Nc1noc(c1)C)c1ccc(N)cc1,Te,-4.8800001
A-514,ziprasidone,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2c1cccc2,Te,-5.23
A-52,betazolol,O(C[C@H](O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,Te,-4.8099999
A-53,betazolol ester,O(C[C@H](OC(=O)C1CC1)CNC(C)C)c1ccc(cc1)CCOCC1CC1,Te,-4.52
A-63,caffeine,O=C1N(C)C(=O)N(c2ncn(c12)C)C,Te,-4.3400002
A-82,cephradine,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)C=1CC=CCC=1,Te,-5.6900001
A-96,CNV 97100,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(NCC1)C,Te,-5.4400001
A-98,CNV 97102,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)CC)C,Te,-4.77
B-519,4,S(=O)(=O)(N[C@@H](Cc1ccc(cc1)CN)C(=O)N(C)C1CCCC1)c1cc2c(cc1)cccc2,Te,-4.9586072
B-525,6,n1c2c(n(c1)Cc1ccccc1)cccc2,Te,-4.1481304
B-534,19,OC(=O)Cc1ccc(cc1)Cn1nccc1,Te,-5.5391021
B-541,33,n1n(ccc1)Cc1cc(ccc1)CN,Te,-4.5466819
B-562,Oxaprenolol,O(CC(O)CNC(C)C)c1ccccc1OCC=C,Te,-4.2475038
B-571,Alfentanil,O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC,Te,-3.824779
B-578,74,Fc1ccc(cc1)C[C@@H]1CCCN(C1)C[C@@H]1CCCC[C@H]1NC(=O)Nc1cc(ccc1)-c1nnnn1C,Te,-5.6989698
B-617,Verapamil,O(C)c1cc(ccc1OC)CCN(CCC[C@](C(C)C)(C#N)c1cc(OC)c(OC)cc1)C,Te,-4.9612799
B-625,2j,Clc1cc(Cl)cc(c1-c1nn(nn1)C)-c1cc(F)c(cc1)[C@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)C,Te,-4.5528421
B-630,2f,Clc1cc(Cl)cc(-c2cc(F)c(cc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c1C(OC)=O,Te,-4.7447276
B-637,2g,Clc1cc(-c2cc(F)c(cc2)[C@H](NC(=O)C2(NC(=O)C(F)(F)F)CC2)C)c(C(OC)=O)c(F)c1,Te,-4.5686364
B-643,31,O(c1cc(ncc1CNC)C)c1ccccc1Oc1ccccc1,Te,-4.8399267
C-1057,744-Tolmetin,OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C,Te,-5.0757208
C-1161,943-Ketotifen fumarate (38),s1c2c(cc1)\C(\c1c(CC2=O)cccc1)=C\1/CCN(CC/1)C,Te,-3.9546771
C-1174,972-Brompheniramine,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1,Te,-4.7447276
C-1314,882-13i,O1[C@H](OC[C@@H](NC(=O)Cc2ccccc2)[C@@H]1C)c1ccc(N(O)O)cc1,Te,-4.9846401
C-679,025-Ketoprofen,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1,Te,-4.7071905
C-699,061-Amiloride,Clc1nc(C(=O)\N=C(\N)/N)c(nc1N)N,Te,-5.5642352
C-794,187-Saquinavir,O=C(N[C@H](CC(=O)N)C(=O)N[C@H]([C@H](O)CN1C[C@H]2[C@@H](C[C@@H]1C(=O)NC(C)(C)C)CCCC2)Cc1ccccc1)c1nc2c(cc1)cccc2,Te,-5.8616972
C-802,206-Midazolam,Clc1cc2c(-n3c(CN=C2c2ccccc2F)cnc3C)cc1,Te,-4.361012
C-803,207-Metoclopramide,Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,Te,-4.6516953
C-841,270-Flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)cc1C(=O)NCC1NCCCC1,Te,-4.4168015
D-1341,Acyclovir,O=C1N=C(Nc2n(cnc12)COCCO)N,Te,-5.9899998
D-1342,Albendazole,S(CCC)c1cc2[nH]c(nc2cc1)NC(OC)=O,Te,-5.1900001
D-1358,Atropine,O(C(=O)C(CO)c1ccccc1)C1C[C@@H]2N([C@@H](C1)CC2)C,Te,-4.7016673
D-1362,Bendroflumethiazide,S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,Te,-5.8899999
D-1392,Cisapride,Clc1cc(C(=O)NC2CCN(CC2OC)CCCOc2ccc(F)cc2)c(OC)cc1N,Te,-4.52
D-1400,Cymarin,O1C(C)C(O)C(OC)CC1OC1CC2(O)CCC3C(CCC4(C)C(CCC34O)C3=CC(OC3)=O)C2(CC1)C=O,Te,-5.5799999
D-1404,Desipramine,N(CCCN1c2c(CCc3c1cccc3)cccc2)C,Te,-4.5585299
D-1405,Dexamethasone,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,Te,-4.810657
D-1413,Diphenhydramine,O(C(c1ccccc1)c1ccccc1)CCN(C)C,Te,-4.27
D-1425,Erlotinib,O(CCOC)c1cc2c(ncnc2Nc2cc(ccc2)C#C)cc1OCCOC,Te,-4.4699998
D-1429,Estradiol,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,Te,-4.732296
D-1433,Etoposide,O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O,Te,-6.1500001
D-1439,Flecainide,FC(F)(F)COc1ccc(OCC(F)(F)F)cc1C(=O)NCC1NCCCC1,Te,-4.4200001
D-1440,Flurbiprofen,Fc1cc(ccc1-c1ccccc1)C(C(O)=O)C,Te,-4.6599998
D-1448,Furazolidone,O1CCN(\N=C\c2oc(N(O)O)cc2)C1=O,Te,-4.9899998
D-1451,Gefitinib,Clc1cc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)ccc1F,Te,-4.48
D-1473,Ketoconazole,Clc1cc(Cl)ccc1[C@]1(O[C@@H](CO1)COc1ccc(N2CCN(CC2)C(=O)C)cc1)Cn1ccnc1,Te,-4.7538648
D-1474,Ketoprofen,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1,Te,-4.3899999
D-1476,Ketotifen,s1c2c(cc1)C(c1c(CC2=O)cccc1)=C1CCN(CC1)C,Te,-4.9499998
D-1481,Levodopa (L-dopa),Oc1cc(ccc1O)C[C@H](N)C(O)=O,Te,-5.8219547
D-1501,Methadone,O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,Te,-4.6599998
D-1503,Methyldopa,Oc1cc(ccc1O)C[C@@](N)(C(O)=O)C,Te,-6.619894
D-1508,Midazolam,Clc1cc2c(-n3c(CN=C2c2ccccc2F)cnc3C)cc1,Te,-4.4000001
D-1514,Nevirapine,O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,Te,-4.5053563
D-1521,Nordazepam (Desmethyldiazepam),Clc1cc2c(NC(=O)CN=C2c2ccccc2)cc1,Te,-3.8588643
D-1530,Oxprenolol,O(CC(O)CNC(C)C)c1ccccc1OCC=C,Te,-4.02
D-1558,Pyridoxine (Vitamin B6),Oc1c(CO)c(cnc1C)CO,Te,-4.52
D-1580,Scopolamine,O1C2C3N(C(CC(OC(=O)C(CO)c4ccccc4)C3)C12)C,Te,-4.7240591
D-1582,Sildenafil,S(=O)(=O)(N1CCN(CC1)C)c1cc(C=2NC(=O)c3n(nc(c3N=2)CCC)C)c(OCC)cc1,Te,-4.3418293
D-1592,Sulfapyridine,S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,Te,-4.6700001
D-1596,Sulindac,S(=O)(C)c1ccc(cc1)\C=C\1/c2c(cc(F)cc2)C(CC(O)=O)=C/1C,Te,-5.2368288
D-1600,Talinolol,O(CC(O)CNC(C)(C)C)c1ccc(NC(=O)NC2CCCCC2)cc1,Te,-4.9684534
D-1605,Tenoxicam,s1c2c(S(=O)(=O)N(C)\C(=C(/O)\Nc3ncccc3)\C2=O)cc1,Te,-4.6786513
D-1608,Terfenadine,OC(C1CCN(CC1)CCCC(O)c1ccc(cc1)C(C)(C)C)(c1ccccc1)c1ccccc1,Te,-5.2600002
D-1614,Timolol,s1nc(N2CCOCC2)c(OC[C@@H](O)CNC(C)(C)C)n1,Te,-4.6390147
D-1631,Viloxazine,O1CCNCC1COc1ccccc1OCC,Te,-4.3899999
D-1645,"Maraviroc (UK-427,857)",FC1(F)CCC(CC1)C(=O)N[C@@H](CCN1C2CC(n3c(nnc3C)C(C)C)CC1CC2)c1ccccc1,Te,-6
D-1656,Rhodamine 123 (Rho 123),O1C2=CC(=N)C=CC2=C(c2c1cc(N)cc2)c1ccccc1C(OC)=O,Te,-5.9411516
D-1663,N-Acetyl-D-leucyl-D-phenylalanine N-Methylamide (4),O=C(N[C@H](CC(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)NC)C,Te,-5.2142239
D-1666,N-Acetylglycine Phenethylamide (7),O=C(NCCc1ccccc1)CNC(=O)C,Te,-4.6597776
D-1668,N-Acetyl-D-valine Phenethylamide (9a),O=C(N[C@H](C(C)C)C(=O)NCCc1ccccc1)C,Te,-4.4610906
D-1681,10,S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CCNCC1)c1cc2c(cc1)cccc2,Te,-7.0312262
D-1688,Corticosterone,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,Te,-4.3887606
D-1689,Sucrose,O1[C@](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)(CO)[C@@H](O)[C@H](O)[C@H]1CO,Te,-5.9186072
D-1693,Doxorubicin,O1[C@H](C)[C@H](O)[C@H](N)C[C@H]1O[C@H]1c2c(C[C@@](O)(C1)C(=O)CO)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,Te,-6.5900002
D-1694,Erythromicin,O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,Te,-5.8602514
D-1701,Propranolol ester,O(CC(OC(=O)C1CC1)CNC(C)C)c1c2c(ccc1)cccc2,Te,-4.1608586
D-1703,CNV 97100,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(NCC1)C,Te,-5.4418488
D-1726,Proscillaridin,O1C(C)C(O)C(O)C(O)C1O[C@H]1CC[C@@]2([C@@H]3[C@@H](CCC2=C1)[C@@]1(O)CC[C@@H]([C@]1(CC3)C)C=1C=CC(OC=1)=O)C,Te,-6.2299852
D-1739,Dexamethasone-?-D-glucuronide,F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)COC4O[C@@H](CC(O)=O)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,Te,-5.979651
D-1768,U-84656 (IV),O=C1N(C)[C@@H](Cc2ncn(CC(=O)N3[C@@H](CCC3)C(=O)N[C@H]1C)c2)C(=O)NC,Te,-5.8998151
D-1778,Ac-D-phe3-NH2,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N)C,Te,-5.7648687
D-1787,PNU200648,[nH]1c2c(nc1Cc1[nH]c3cc(ccc3n1)C(N)=N)nccc2C,Te,-7.0478787
D-1789,PNU200681,O\N=C(\N)/c1cc2[nH]c(nc2cc1)Cc1[nH]c2nccc(c2n1)C,Te,-6.6994848
D-1801,PNU-179450,s1cnnc1-c1ccc(N2C[C@@H](OC2=O)CNC(=O)CC)cc1F,Te,-4.4308991
D-1806,PNU-182347,s1c(nnc1CN)-c1ccc(N2C[C@@H](OC2=O)CNC(=S)C)cc1F,Te,-4.8219547
D-1807,PNU-179397,Fc1cc(N2C[C@@H](OC2=O)CNC(=O)CC)ccc1-n1ncc(c1)C#N,Te,-4.3099999
D-1810,PNU-182945,s1c(nnc1CNC)-c1ccc(N2C[C@@H](OC2=O)CNC(=S)C)cc1F,Te,-4.7697759
D-1816,PNU-241028,s1c(nnc1CNS(=O)(=O)C)-c1ccc(N2C[C@@H](OC2=O)CNC(=S)C)cc1F,Te,-5.619894
D-1819,NK1NK2 analogue 104 (15f),Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N1CCN(CC1)C)c1cccnc1,Te,-5.1382737
D-1825,341908,S(=O)(=O)(n1c2cc(ccc2nc1N)C(C(=O)N)c1cc(F)ccc1)NC(C)C,Te,-4.3312736
D-1829,"UK 224,671",Clc1cc(ccc1Cl)[C@]1(CCC(=O)N(C1)CC1CC1)CCN1CC(N2CCN(S(=O)(=O)N)CC2)C1,Te,-5.8969545
D-1847,5'-L-glycyl-L-leucyl-floxuridine,FC1=CN([C@H]2O[C@@H](COC(=O)C(NC(=O)CN)CC(C)C)[C@H](O)C2)C(=O)NC1=O,Te,-5.2006745
D-1856,Rosmarinic acid (RMA),Oc1cc(ccc1O)CC(OC(=O)\C=C\c1cc(O)c(O)cc1)C(O)=O,Te,-6.2807493
D-1858,N-[5-[(4-Dimethylaminobenzoyl)amino]pentyl]-2-mercaptoacetamide (S2),SCC(=O)NCCCCCNC(=O)c1ccc(N(C)C)cc1,Te,-5.1324477
D-1859,Vorinostat (SAHA-suberoylanilide hydroxamic acid),O=C(Nc1ccccc1)CCCCCCC(=O)NO,Te,-5.6294661
D-1861,2,Oc1ccc(cc1)C[C@H](NC(=O)C(N)CCCCCC)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)N[C@@H](Cc1ccccc1)C(=O)N,Te,-5.4504986
D-1866,11,O1[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2N(CCC2)C(=O)[C@@H](NC(=O)C(N)CCCCCC)Cc2ccc(O)cc2)Cc2c3c([nH]c2)cccc3)Cc2ccccc2)C(O)C(O)[C@H](O)[C@H]1C(=O)N,Te,-5.79
D-1868,13,Oc1cc(C)c(C[C@H](N)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)c(c1)C,Te,-6.2987847
D-1893,Sulfanilic acid,S(O)(=O)(=O)c1ccc(N)cc1,Te,-5.4299998
D-1902,PB-43,S(=O)(=O)(N(CCn1cccc1)C1Cc2cc(ccc2N(C1)Cc1n(cnc1)C)C#N)c1ncccc1,Te,-4.9099998
D-1905,PB-102,S(=O)(=O)(N(CC1CCN(CC1)C(OCC(C)C)=O)C1Cc2cc(ccc2N(C1)Cc1n(cnc1)C)C#N)c1ncccc1,Te,-5.1224694
D-1912,MEN14970,s1c(ccc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CCOCC1)-c1ccccc1,Te,-4.9309068
D-1922,-,O=Cc1ccncc1,Te,-4.1805573
D-1923,-,Oc1ccncc1,Te,-4.1089525
D-1927,-,n1ccc(cc1)Cc1ccccc1,Te,-3.9978395
D-1931,-,Fc1ccncc1,Te,-3.8897052
D-1933,3'-Cl BZT,Clc1cc(ccc1)C(OC1CC2N([C@@H](C1)CC2)C)c1ccccc1,Te,-4.662271
D-1940,"7,4'-DMF",O1c2c(ccc(OC)c2)C(=O)C=C1c1ccc(OC)cc1,Te,-4.6010299
D-1953,12g,S(=O)(=O)(N(Cc1ccccc1)CCN(Cc1n(cnc1)C)c1ccc(cc1)C#N)c1ncccc1,Te,-5.5514212
D-1975,"(2E,4Z,8Z)-N-isobutyldodeca-2,4,10-triene-8 -ynamide (4) mw = 245",O=C(NCC(C)C)\C=C\C=C/CCC#C\C=C\C,Te,-4
D-1988,"2',3'-dideoxyinosine (ddI)",O1[C@@H](CC[C@@H]1n1c2ncnc(O)c2nc1)CO,Te,-5.6708102
D-1995,Val-ACV,O=C1NC(=Nc2n(cnc12)COCCOC(=O)C(N)C(C)C)N,Te,-5.669776
D-1998,CF 1526 (p-OMe),P(Oc1ccc(OC)cc1)(OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C=C1)(=O)NC(C(OC)=O)C,Te,-5.9819288
D-2003,Genistein,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccc(O)cc1,Te,-4.5700002
D-2006,S-nitrosylated captopril (CapNO),S(N=O)C[C@H](C(=O)N1CCC[C@@H]1C(O)=O)C,Te,-4.5
D-2013,13,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C(OCC)=O)c1ccc(cc1OC)C,Te,-4.6994848
D-2018,ME3229,s1c2CCNCc2cc1C(=O)NCC(=O)c1cc(OCC(OCCCC)=O)c(OCC(OCCCC)=O)cc1,Te,-5.1011863
D-2025,10b,s1c2c(cc1C(=O)NC(C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CCOCC1)(C)C)cccc2,Te,-5.3289509
D-2029,25c,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCC(=O)N1CCN(CC1)C)cccc2,Te,-5.6994848
D-2030,25e,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCC(=O)N1CCN(CC1)CC1CCOCC1)cccc2,Te,-5.5693183
D-2032,30d,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)C1CCOCC1)cccc2,Te,-5.7979398
D-2035,21b,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CC(NC(C1)C)C)cccc2,Te,-5.9593034
D-2037,20E 22-methyl ether (4),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OC)CCC(O)(C)C)C)[C@]1(CC2)C)C,Te,-4.79
D-2042,PoA 2-methyl ether (16),O=C1[C@@H]2C[C@@H](O)[C@@H](OC)C[C@@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(C)C)C)[C@]1(CC2)C)C,Te,-4.6999998
D-2044,PoA 3.22-dimethyl ether (20),O=C1[C@@H]2C[C@@H](OC)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OC)CCC(C)C)C)[C@]1(CC2)C)C,Te,-4.5380535
D-2046,Ponasterone A (26),O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(C)C)C)[C@]1(CC2)C)C,Te,-4.7199998
D-2056,Ergonovine,OCC(NC(=O)C1C=C2C(N(C1)C)Cc1c3c2cccc3[nH]c1)C,Te,-5.1684265
D-2057,Folinic acid,O=C1N=C(NC=2NCC(N(C1=2)C=O)CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)N,Te,-7.5214391
D-2076,"5,6-Dimethylxanthenone-4-acetic acid (DMXAA)",O1c2c(ccc(C)c2C)C(=O)c2c1c(ccc2)CC(O)=O,Te,-4.4000001
D-2077,Liquiritigenin (LG),O1c2c(ccc(O)c2)C(=O)CC1c1ccc(O)cc1,Te,-4.8000002
D-2078,Davidigenin (DG),Oc1cc(O)ccc1C(=O)CCc1ccc(O)cc1,Te,-4.7399645
D-2079,Liquiritin (LQ),O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1Oc1ccc(cc1)[C@H]1Oc2c(ccc(O)c2)C(=O)C1,Te,-6.5875134
D-2094,Ginsenoside Rg1 (Rg1),O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC1[C@@H]2[C@@]([C@H]3C[C@@H](O)[C@H]4[C@](CC[C@@H]4[C@@](O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)(CC\C=C(\C)/C)C)(C)[C@@]3(C1)C)(CC[C@H](O)C2(C)C)C,Te,-6.5883503
D-2098,Berberrubine (BRB),O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(O)c(OC)cc1)c2,Te,-4.8815303
D-2103,Ajmalicine (AMC),O1C=C([C@H]2[C@H](CN3[C@H](c4[nH]c5c(c4CC3)cccc5)C2)[C@@H]1C)C(OC)=O,Te,-4.8187928
D-2104,Ajmaline (AML),O[C@H]1N2[C@@H]3C4[C@@H](C[C@@H]2[C@@H]2N(c5c([C@@]2(C3)[C@H]4O)cccc5)C)[C@@H]1CC,Te,-4.9387093
D-2116,Beta-colubrine (Col),O1[C@H]2[C@H]3[C@H]4C(=CC1)CN1[C@@H]([C@]5([C@@H]3N(c3c5cc(OC)cc3)C(=O)C2)CC1)C4,Te,-4.5717444
D-2120,Icajine (Ica),O1[C@@H]2[C@H]3[C@@H]4CC(=O)[C@@]5([C@@H]3N(c3c5cccc3)C(=O)C2)CCN(CC4=CC1)C,Te,-4.5816798
D-2123,Pyr-His-Pro-NH2 (TRH),O=C1N[C@H](CC1)C(=O)N[C@H](Cc1nc[nH]c1)C(=O)N1CCC[C@@H]1C(=O)N,Te,-6.8313413
D-2150,Baicalein (7),O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccccc1,Te,-5.1386361
D-2161,Quercetin (18),O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Te,-5.3099999
D-2169,Taxifolin (29),O1c2c(C(=O)C(O)C1c1cc(O)c(O)cc1)c(O)cc(O)c2,Te,-6.5093193
D-2187,11d,Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ccc(cc1[C@@H](NC(=O)CCN(C)C)C(C)C)C)C,Te,-4.388608
